genres,game_name,game_id,release_year
Racing,MotoGP™14 Donington Park British Grand Prix DLC,297990,2014
Simulation,MotoGP™14 Donington Park British Grand Prix DLC,297990,2014
Sports,MotoGP™14 Donington Park British Grand Prix DLC,297990,2014
Indie,Vampires: Guide Them to Safety! - Soundtrack,329180,2014
Simulation,X-Plane 10 AddOn - Carenado - PA28 181 Archer II,325141,2014
Strategy,Warlock 2: The Thrilling Trio,320720,2014
Indie,Life of Pixel,327260,2014
RPG,Sacred 3. Orcland Story,261161,2014
Indie,Vampires: Guide Them to Safety!,328780,2014
Action,Sniper Elite 3 - International Camouflage Rifles Pack,326431,2014
Adventure,Sniper Elite 3 - International Camouflage Rifles Pack,326431,2014
Action,Awesomenauts - Wraithlord Scoop Skin,327530,2014
Indie,Awesomenauts - Wraithlord Scoop Skin,327530,2014
Strategy,Awesomenauts - Wraithlord Scoop Skin,327530,2014
Simulation,The Count of Monster Disco,277751,2014
Adventure,Sign Motion,321370,2014
Indie,Sign Motion,321370,2014
Action,Robowars,285090,2014
Indie,Robowars,285090,2014
Strategy,Robowars,285090,2014
Indie,Sproggiwood,311720,2014
RPG,Sproggiwood,311720,2014
Strategy,Sproggiwood,311720,2014
Action,Enforcer: Police Crime Action,318220,2014
Adventure,Enforcer: Police Crime Action,318220,2014
Simulation,Enforcer: Police Crime Action,318220,2014
Adventure,Sky Nations Demo,326220,2014
Indie,Sky Nations Demo,326220,2014
Action,REVOLVER360 RE:ACTOR,313400,2014
Indie,REVOLVER360 RE:ACTOR,313400,2014
Indie,TesserAct,304810,2014
Indie,Euro Truck Simulator 2 - Czech Paint Jobs Pack,318511,2014
Simulation,Euro Truck Simulator 2 - Czech Paint Jobs Pack,318511,2014
Adventure,eXperience 112,324770,2007
Action,The Stalin Subway: Red Veil,311120,2006
Action,theHunter: Pathfinder Starter Pack,322360,2014
Adventure,theHunter: Pathfinder Starter Pack,322360,2014
Free to Play,theHunter: Pathfinder Starter Pack,322360,2014
Simulation,theHunter: Pathfinder Starter Pack,322360,2014
Sports,theHunter: Pathfinder Starter Pack,322360,2014
Action,theHunter : Trailrunner Starter Pack,322361,2014
Adventure,theHunter : Trailrunner Starter Pack,322361,2014
Free to Play,theHunter : Trailrunner Starter Pack,322361,2014
Simulation,theHunter : Trailrunner Starter Pack,322361,2014
Sports,theHunter : Trailrunner Starter Pack,322361,2014
Casual,Rocksmith® 2014 – The Killers Song Pack,295040,2014
Simulation,Rocksmith® 2014 – The Killers Song Pack,295040,2014
Adventure,Dungeon Lurk II - Leona,322580,2014
Casual,Dungeon Lurk II - Leona,322580,2014
Indie,Dungeon Lurk II - Leona,322580,2014
Indie,Spacebase DF-9,246090,2014
Simulation,Spacebase DF-9,246090,2014
Strategy,Spacebase DF-9,246090,2014
Action,Tower of Guns Soundtrack,285370,2014
Indie,Tower of Guns Soundtrack,285370,2014
Action,Daedalus - No Escape,315830,2014
Indie,Daedalus - No Escape,315830,2014
Adventure,The Moon Sliver,329830,2014
Action,BlazeRush,302710,2014
Indie,BlazeRush,302710,2014
Racing,BlazeRush,302710,2014
Action,Middle-earth: Shadow of Mordor - Endless Challenge,318402,2014
Adventure,Middle-earth: Shadow of Mordor - Endless Challenge,318402,2014
Simulation,X-Plane 10 AddOn - Carenado - C172N Skyhawk II,325140,2014
Adventure,Sanitarium,284050,1998
Action,QbQbQb,329320,2014
Casual,QbQbQb,329320,2014
Indie,QbQbQb,329320,2014
Simulation,Train Simulator: BR Class 45 'Peak' Loco Add-On,277731,2014
Adventure,The Moon Sliver - Extended Soundtrack,330810,2014
Indie,Tail Drift,330520,2014
Racing,Tail Drift,330520,2014
Sports,Tail Drift,330520,2014
Early Access,Tail Drift,330520,2014
Simulation,Farming Simulator 15,313160,2014
Action,Vertical Drop Heroes - Halloween Theme,329370,2014
Indie,Vertical Drop Heroes - Halloween Theme,329370,2014
Action,Miscreated,299740,2014
Adventure,Miscreated,299740,2014
Indie,Miscreated,299740,2014
Massively Multiplayer,Miscreated,299740,2014
RPG,Miscreated,299740,2014
Simulation,Miscreated,299740,2014
Strategy,Miscreated,299740,2014
Early Access,Miscreated,299740,2014
Casual,Cosmic DJ,297110,2014
Indie,Cosmic DJ,297110,2014
Simulation,Europa Universalis IV: Art of War Ebook,327831,2014
Strategy,Europa Universalis IV: Art of War Ebook,327831,2014
Indie,Battlepaths - Soundtrack,322480,2014
RPG,Battlepaths - Soundtrack,322480,2014
Adventure,The Interactive Adventures of Dog Mendonça & Pizzaboy®,330420,2016
Simulation,Alea Jacta Est,313660,2012
Strategy,Alea Jacta Est,313660,2012
Simulation,Alea Jacta Est Spartacus 73BC,329551,2014
Strategy,Alea Jacta Est Spartacus 73BC,329551,2014
Simulation,Alea Jacta Est Cantabrian Wars,329550,2014
Strategy,Alea Jacta Est Cantabrian Wars,329550,2014
Action,Aviator - Bush Pilot,273830,2014
Simulation,Aviator - Bush Pilot,273830,2014
Action,The Binding of Isaac: Rebirth,250900,2014
Action,Arma 3 Helicopters,304380,2014
Simulation,Arma 3 Helicopters,304380,2014
Strategy,Arma 3 Helicopters,304380,2014
Adventure,Broken Sword 4 - the Angel of Death,316160,2006
Strategy,Defenders of Time,317330,2014
Action,Space Warp,326470,2014
Indie,Space Warp,326470,2014
Racing,Space Warp,326470,2014
Casual,Rocksmith® 2014 – Killswitch Engage - “The End Of Heartache”,295042,2014
Simulation,Rocksmith® 2014 – Killswitch Engage - “The End Of Heartache”,295042,2014
Casual,Rocksmith® 2014 – Killswitch Engage - “My Curse”,295041,2014
Simulation,Rocksmith® 2014 – Killswitch Engage - “My Curse”,295041,2014
Casual,Rocksmith® 2014 – Killswitch Engage - “Holy Diver”,295043,2014
Simulation,Rocksmith® 2014 – Killswitch Engage - “Holy Diver”,295043,2014
Casual,Rocksmith® 2014 – Killswitch Engage Song Pack,295044,2014
Simulation,Rocksmith® 2014 – Killswitch Engage Song Pack,295044,2014
Indie,Fantasy Grounds - C&C: Rune Lore,331960,2014
RPG,Fantasy Grounds - C&C: Rune Lore,331960,2014
Strategy,Fantasy Grounds - C&C: Rune Lore,331960,2014
Action,NAM,329650,1998
Strategy,Across the Rhine,329620,1995
Strategy,Command HQ,329630,1990
Action,Eradicator,329640,1996
Simulation,Silent Service 2,329670,1990
Action,The World II: Hunting BOSS,323240,2014
RPG,The World II: Hunting BOSS,323240,2014
Action,Among the Sleep: Prologue,332210,2014
Adventure,Among the Sleep: Prologue,332210,2014
Indie,Among the Sleep: Prologue,332210,2014
Action,The Joylancer: Legendary Motor Knight,315540,2014
Indie,The Joylancer: Legendary Motor Knight,315540,2014
Early Access,The Joylancer: Legendary Motor Knight,315540,2014
Indie,Winged Sakura: Mindy's Arc - Soundtrack,331550,2014
RPG,Winged Sakura: Mindy's Arc - Soundtrack,331550,2014
Strategy,Winged Sakura: Mindy's Arc - Soundtrack,331550,2014
Indie,Winged Sakura: Mindy's Arc,331390,2014
RPG,Winged Sakura: Mindy's Arc,331390,2014
Strategy,Winged Sakura: Mindy's Arc,331390,2014
Adventure,Pitiri 1977,305740,2014
Indie,Pitiri 1977,305740,2014
RPG,Pitiri 1977,305740,2014
Racing,GRID Autosport - Demoman Derby Pack,324130,2014
Sports,GRID Autosport - Demoman Derby Pack,324130,2014
Indie,Crowntakers,294370,2014
RPG,Crowntakers,294370,2014
Strategy,Crowntakers,294370,2014
Action,Pirate Hell,321080,2014
Adventure,Pirate Hell,321080,2014
Adventure,A Bird Story,327410,2014
Indie,A Bird Story,327410,2014
RPG,A Bird Story,327410,2014
Adventure,Gunspell - Steam Edition,328100,2014
Indie,Gunspell - Steam Edition,328100,2014
RPG,Gunspell - Steam Edition,328100,2014
Adventure,A Bird Story - Original Soundtrack,328230,2014
Indie,A Bird Story - Original Soundtrack,328230,2014
RPG,A Bird Story - Original Soundtrack,328230,2014
Adventure,Gold Rush! Anniversary,319230,2014
Indie,Gold Rush! Anniversary,319230,2014
Strategy,Gold Rush! Anniversary,319230,2014
Casual,Rocksmith® 2014 – Tom Petty Song Pack,295050,2014
Simulation,Rocksmith® 2014 – Tom Petty Song Pack,295050,2014
Strategy,MASSIVE CHALICE Soundtrack,332460,2014
Action,Deadlings: Rotten Edition,320150,2014
Adventure,Deadlings: Rotten Edition,320150,2014
Indie,Deadlings: Rotten Edition,320150,2014
Racing,Toybox Turbos,287260,2014
RPG,Space Hulk Ascension,317620,2014
Strategy,Space Hulk Ascension,317620,2014
Animation &amp; Modeling,Leadwerks Game Engine - FPS Weapons Pack,329100,2014
Design &amp; Illustration,Leadwerks Game Engine - FPS Weapons Pack,329100,2014
Education,Leadwerks Game Engine - FPS Weapons Pack,329100,2014
Software Training,Leadwerks Game Engine - FPS Weapons Pack,329100,2014
Utilities,Leadwerks Game Engine - FPS Weapons Pack,329100,2014
Action,Anodyne OST,331620,2014
Adventure,Anodyne OST,331620,2014
Indie,Anodyne OST,331620,2014
Adventure,Amphora,331510,2014
Indie,Amphora,331510,2014
Adventure,Chariot,319450,2014
Indie,Chariot,319450,2014
Adventure,Chariot - Soundtrack,329760,2014
Indie,Chariot - Soundtrack,329760,2014
Adventure,Randal's Monday,314810,2014
Indie,Randal's Monday,314810,2014
Action,Deadstone,327150,2014
Indie,Deadstone,327150,2014
RPG,Deadstone,327150,2014
Strategy,Deadstone,327150,2014
Action,Middle-earth: Shadow of Mordor - Rising Storm Rune,313381,2014
Adventure,Middle-earth: Shadow of Mordor - Rising Storm Rune,313381,2014
Adventure,Sneaky Sneaky,259410,2014
Casual,Sneaky Sneaky,259410,2014
Indie,Sneaky Sneaky,259410,2014
RPG,Sneaky Sneaky,259410,2014
Strategy,Sneaky Sneaky,259410,2014
Action,LEGO Batman 3: Beyond Gotham DLC: Man of Steel,327170,2014
Adventure,LEGO Batman 3: Beyond Gotham DLC: Man of Steel,327170,2014
Casual,Rocksmith® 2014 – Foo Fighters - “Long Road to Ruin”,258406,2014
Simulation,Rocksmith® 2014 – Foo Fighters - “Long Road to Ruin”,258406,2014
Action,LEGO Batman 3: Beyond Gotham DLC: Batman 75th Anniversary,327171,2014
Adventure,LEGO Batman 3: Beyond Gotham DLC: Batman 75th Anniversary,327171,2014
Strategy,Company of Heroes 2 - Ardennes Assault,317850,2014
Indie,Fantasy Grounds - Deadlands Reloaded: Blood Drive 3,333520,2014
RPG,Fantasy Grounds - Deadlands Reloaded: Blood Drive 3,333520,2014
Strategy,Fantasy Grounds - Deadlands Reloaded: Blood Drive 3,333520,2014
Casual,Inside The Gear Demo,333310,2014
Indie,Inside The Gear Demo,333310,2014
Strategy,Company of Heroes 2 - Ardennes Assault: Fox Company Rangers,323230,2014
Action,Far Cry® 4,298110,2014
Adventure,Far Cry® 4,298110,2014
Action,Far Cry® 4 Season Pass,324340,2014
Adventure,Far Cry® 4 Season Pass,324340,2014
Simulation,Ski-World Simulator,273850,2014
Action,The Blue Flamingo,302010,2014
Indie,The Blue Flamingo,302010,2014
Simulation,Cities in Motion: Soundtrack,310040,2014
Adventure,KEL Reaper of Entropy,317950,2014
Indie,KEL Reaper of Entropy,317950,2014
Action,Never Alone (Kisima Ingitchuna),295790,2014
Adventure,Never Alone (Kisima Ingitchuna),295790,2014
Casual,Never Alone (Kisima Ingitchuna),295790,2014
Indie,Never Alone (Kisima Ingitchuna),295790,2014
Simulation,Cities in Motion 2: Soundtrack,310050,2014
Strategy,Cities in Motion 2: Soundtrack,310050,2014
Adventure,Escape Dead Island,226560,2014
Action,Solar Struggle,330680,2014
Indie,Solar Struggle,330680,2014
Action,Adventure Time: The Secret Of The Nameless Kingdom,298890,2014
Adventure,Adventure Time: The Secret Of The Nameless Kingdom,298890,2014
RPG,Adventure Time: The Secret Of The Nameless Kingdom,298890,2014
Action,Gems of War - Puzzle RPG,329110,2014
Adventure,Gems of War - Puzzle RPG,329110,2014
Casual,Gems of War - Puzzle RPG,329110,2014
Free to Play,Gems of War - Puzzle RPG,329110,2014
RPG,Gems of War - Puzzle RPG,329110,2014
Strategy,Gems of War - Puzzle RPG,329110,2014
Indie,Fantasy Grounds - Counter Collection 4E Paragon 1,333900,2014
RPG,Fantasy Grounds - Counter Collection 4E Paragon 1,333900,2014
Strategy,Fantasy Grounds - Counter Collection 4E Paragon 1,333900,2014
Indie,WARMACHINE: Tactics,253510,2014
Strategy,WARMACHINE: Tactics,253510,2014
Action,Rock Zombie,328640,2014
Adventure,Rock Zombie,328640,2014
Indie,Rock Zombie,328640,2014
Indie,Death Skid Marks Soundtrack,326300,2014
Casual,Letter Quest: Grimm's Journey,328730,2014
Indie,Letter Quest: Grimm's Journey,328730,2014
Action,Death Skid Marks,326150,2014
Indie,Death Skid Marks,326150,2014
RPG,Death Skid Marks,326150,2014
Action,Celestial Command,330460,2014
Adventure,Celestial Command,330460,2014
Indie,Celestial Command,330460,2014
RPG,Celestial Command,330460,2014
Simulation,Celestial Command,330460,2014
Strategy,Celestial Command,330460,2014
Early Access,Celestial Command,330460,2014
Action,Passing Pineview Forest,331120,2014
Adventure,Passing Pineview Forest,331120,2014
Indie,Passing Pineview Forest,331120,2014
Racing,MotoGP™14 Compact,321490,2014
Simulation,MotoGP™14 Compact,321490,2014
Sports,MotoGP™14 Compact,321490,2014
Strategy,Flashpoint Campaigns: Red Storm Player's Edition,330720,2013
Adventure,Amazing Frog?,332570,2014
Indie,Amazing Frog?,332570,2014
Early Access,Amazing Frog?,332570,2014
Animation &amp; Modeling,AppGameKit: Easy Game Development,325180,2014
Design &amp; Illustration,AppGameKit: Easy Game Development,325180,2014
Education,AppGameKit: Easy Game Development,325180,2014
Software Training,AppGameKit: Easy Game Development,325180,2014
Utilities,AppGameKit: Easy Game Development,325180,2014
Web Publishing,AppGameKit: Easy Game Development,325180,2014
Casual,The Good Life,293340,2012
Indie,The Good Life,293340,2012
Simulation,The Good Life,293340,2012
Casual,Inside The Gear,333120,2014
Indie,Inside The Gear,333120,2014
Action,Kinetic Void,227160,2014
Indie,Kinetic Void,227160,2014
Simulation,Kinetic Void,227160,2014
Action,Guns and Robots - Veteran Pack,331890,2014
Free to Play,Guns and Robots - Veteran Pack,331890,2014
Indie,Guns and Robots - Veteran Pack,331890,2014
Massively Multiplayer,Guns and Robots - Veteran Pack,331890,2014
RPG,Guns and Robots - Veteran Pack,331890,2014
Simulation,Draft Day Sports Pro Basketball 4,328870,2014
Action,Luna: Shattered Hearts: Episode 1,331400,2014
Adventure,Luna: Shattered Hearts: Episode 1,331400,2014
Casual,Luna: Shattered Hearts: Episode 1,331400,2014
Indie,Luna: Shattered Hearts: Episode 1,331400,2014
RPG,Luna: Shattered Hearts: Episode 1,331400,2014
Adventure,Space Legends: At the Edge of the Universe,328880,2014
Casual,Space Legends: At the Edge of the Universe,328880,2014
Simulation,Train Simulator: BR 6MT Clan Class Loco Add-On,258641,2014
Casual,Brink of Consciousness: The Lonely Hearts Murders,327370,2014
Indie,Craft The World,248390,2014
RPG,Craft The World,248390,2014
Simulation,Craft The World,248390,2014
Strategy,Craft The World,248390,2014
Animation &amp; Modeling,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,270942,2014
Design &amp; Illustration,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,270942,2014
Education,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,270942,2014
Software Training,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,270942,2014
Utilities,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,270942,2014
Action,Chivalry: Medieval Warfare and Chivalry: Deadliest Warrior - Soundtrack,332240,2014
Indie,Chivalry: Medieval Warfare and Chivalry: Deadliest Warrior - Soundtrack,332240,2014
Adventure,Midnight Mysteries: Witches of Abraham - Collector's Edition,332810,2014
Casual,Midnight Mysteries: Witches of Abraham - Collector's Edition,332810,2014
Adventure,If My Heart Had Wings,326480,2013
Casual,If My Heart Had Wings,326480,2013
Simulation,If My Heart Had Wings,326480,2013
Adventure,Space Salvager Demo,321010,2014
Indie,Space Salvager Demo,321010,2014
RPG,Space Salvager Demo,321010,2014
Massively Multiplayer,Shroud of the Avatar: Forsaken Virtues,326160,2014
RPG,Shroud of the Avatar: Forsaken Virtues,326160,2014
Early Access,Shroud of the Avatar: Forsaken Virtues,326160,2014
Adventure,Haunted House: Cryptic Graves,314850,2014
Casual,Rocksmith® 2014 – Bullet For My Valentine - “Tears Don’t Fall”,295051,2014
Simulation,Rocksmith® 2014 – Bullet For My Valentine - “Tears Don’t Fall”,295051,2014
Action,Alien: Isolation - Trauma,282513,2014
Adventure,Tesla Breaks the World Official Soundtrack,334990,2014
Indie,Tesla Breaks the World Official Soundtrack,334990,2014
Action,Middle-earth: Shadow of Mordor - Berserks Warband,318410,2014
Adventure,Middle-earth: Shadow of Mordor - Berserks Warband,318410,2014
Adventure,Tesla Breaks the World!,314210,2014
Indie,Tesla Breaks the World!,314210,2014
Strategy,Sid Meier's Civilization: Beyond Earth Exoplanets Map Pack,304010,2014
Simulation,X-Plane 10 AddOn - Carenado - PA34 200T Seneca II,325136,2014
Indie,Atajrubah,282960,2014
Early Access,Atajrubah,282960,2014
Adventure,The Witcher Adventure Game,303800,2014
Strategy,The Witcher Adventure Game,303800,2014
Adventure,Joe Dever's Lone Wolf HD Remastered,279440,2014
Indie,Joe Dever's Lone Wolf HD Remastered,279440,2014
RPG,Joe Dever's Lone Wolf HD Remastered,279440,2014
Indie,100% Orange Juice - Saki & Kyousuke Character Pack,334080,2014
Strategy,100% Orange Juice - Saki & Kyousuke Character Pack,334080,2014
Action,Wings of Vi,318530,2014
Adventure,Wings of Vi,318530,2014
Indie,Wings of Vi,318530,2014
Racing,Motorcycle Club,303830,2014
Simulation,Mining Industry Simulator,321660,2014
Simulation,Beach Resort Simulator,331910,2014
Simulation,Train Simulator: N15 King Arthur Class ‘Sir Lamiel’ Loco Add-On,258674,2014
Action,Sanctum 2: Original Soundtrack,335370,2014
Indie,Sanctum 2: Original Soundtrack,335370,2014
Strategy,Sanctum 2: Original Soundtrack,335370,2014
Free to Play,ULTRAWORLD EXODUS,331580,2014
Indie,ULTRAWORLD EXODUS,331580,2014
Action,Insanity's Blade,334190,2014
Casual,Insanity's Blade,334190,2014
Indie,Insanity's Blade,334190,2014
Indie,ULTRAWORLD + EXODUS Soundtrack,333680,2014
Simulation,Train Simulator: BR 266 Loco Add-On,258671,2014
Simulation,Train Simulator: West Rhine: Köln - Koblenz Route Add-On,277739,2014
Adventure,Darkness Within 2: The Dark Lineage,298950,2010
Indie,Darkness Within 2: The Dark Lineage,298950,2010
Indie,Mecha Ace Demo,318340,2014
RPG,Mecha Ace Demo,318340,2014
Free to Play,Galcon 2: Galactic Conquest,294160,2014
Indie,Galcon 2: Galactic Conquest,294160,2014
Strategy,Galcon 2: Galactic Conquest,294160,2014
Indie,Mecha Ace,318330,2014
RPG,Mecha Ace,318330,2014
Adventure,Escape From Darkmoor Manor,335740,2014
Casual,Escape From Darkmoor Manor,335740,2014
Education,Bin Weevils Arty Arcade,322410,2014
Action,iO,324070,2014
Indie,iO,324070,2014
Racing,iO,324070,2014
Free to Play,Lambda Wars Beta,270370,2014
Strategy,Lambda Wars Beta,270370,2014
Action,Millie Demo,337050,2014
Casual,Millie Demo,337050,2014
Indie,Millie Demo,337050,2014
Action,Bet On Soldier,335320,2005
Simulation,Train Simulator: GWR Small Prairies Loco Add-On,277753,2014
Adventure,Elegy for a Dead World,252290,2014
Indie,Elegy for a Dead World,252290,2014
Action,Gauntlet - Lilith the Necromancer Pack,335510,2014
Adventure,Gauntlet - Lilith the Necromancer Pack,335510,2014
RPG,Gauntlet - Lilith the Necromancer Pack,335510,2014
Action,JUJU,300840,2014
Adventure,JUJU,300840,2014
Casual,JUJU,300840,2014
Indie,JUJU,300840,2014
Casual,Prelogate,332830,2014
Indie,Prelogate,332830,2014
Action,Rock Boshers DX: Directors Cut,298790,2014
Adventure,Rock Boshers DX: Directors Cut,298790,2014
Indie,Rock Boshers DX: Directors Cut,298790,2014
Action,Rexaura,317790,2014
Free to Play,Rexaura,317790,2014
Indie,Rexaura,317790,2014
Action,POP: Methodology Experiment One,305800,2012
Indie,POP: Methodology Experiment One,305800,2012
Action,POP: Methodology Experiment One - Game of The Saeculum Edition DLC,316070,2014
Adventure,POP: Methodology Experiment One - Game of The Saeculum Edition DLC,316070,2014
Indie,POP: Methodology Experiment One - Game of The Saeculum Edition DLC,316070,2014
Racing,POP: Methodology Experiment One - Game of The Saeculum Edition DLC,316070,2014
Action,POP: Methodology Experiment One - OST,336320,2012
Adventure,POP: Methodology Experiment One - OST,336320,2012
Indie,POP: Methodology Experiment One - OST,336320,2012
Racing,POP: Methodology Experiment One - OST,336320,2012
Casual,Fritz for Fun 13,328890,2013
Strategy,Fritz for Fun 13,328890,2013
Action,Battle of Empires : 1914-1918 - Editor,334810,2014
Strategy,Battle of Empires : 1914-1918 - Editor,334810,2014
Action,Battle of Empires : 1914-1918 - French campaign,333400,2014
Strategy,Battle of Empires : 1914-1918 - French campaign,333400,2014
Action,Enforcer: Original Soundtrack,334580,2014
Adventure,Enforcer: Original Soundtrack,334580,2014
Simulation,Enforcer: Original Soundtrack,334580,2014
Indie,Influent DLC - Português [Learn European Portuguese],297842,2014
Simulation,Influent DLC - Português [Learn European Portuguese],297842,2014
Strategy,Influent DLC - Português [Learn European Portuguese],297842,2014
Casual,Letter Quest: Grimm's Journey Demo,337310,2014
Indie,Letter Quest: Grimm's Journey Demo,337310,2014
RPG,FINAL FANTASY® XIII-2,292140,2014
Action,Final Dusk,337420,2014
Adventure,Final Dusk,337420,2014
Casual,Final Dusk,337420,2014
Indie,Final Dusk,337420,2014
Action,bit Dungeon II,331440,2014
Adventure,bit Dungeon II,331440,2014
Indie,bit Dungeon II,331440,2014
RPG,bit Dungeon II,331440,2014
Action,Tkl Online Demo,337710,2014
Indie,Tkl Online Demo,337710,2014
RPG,Tkl Online Demo,337710,2014
Indie,SunAge: Battle for Elysium,318650,2014
Strategy,SunAge: Battle for Elysium,318650,2014
Adventure,LISA,335670,2014
Indie,LISA,335670,2014
RPG,LISA,335670,2014
Adventure,Journey of the King,327960,2016
Indie,Journey of the King,327960,2016
RPG,Journey of the King,327960,2016
Early Access,Journey of the King,327960,2016
Action,Depth - SDK,335640,2014
Indie,Town of Salem,334230,2014
RPG,Town of Salem,334230,2014
Strategy,Town of Salem,334230,2014
Action,National Zombie Park,332780,2014
Indie,National Zombie Park,332780,2014
Indie,Metrocide,313130,2014
Adventure,FRONTIERS,293480,2014
Casual,FRONTIERS,293480,2014
Indie,FRONTIERS,293480,2014
RPG,FRONTIERS,293480,2014
Early Access,FRONTIERS,293480,2014
Adventure,LISA: Original Soundtrack + Art Collection,336370,2014
Indie,LISA: Original Soundtrack + Art Collection,336370,2014
RPG,LISA: Original Soundtrack + Art Collection,336370,2014
Utilities,Actual Multiple Monitors,241680,2016
Casual,Rocksmith® 2014 – Jimi Hendrix Song Pack I,295073,2014
Simulation,Rocksmith® 2014 – Jimi Hendrix Song Pack I,295073,2014
Casual,Rocksmith® 2014 – Jimi Hendrix - “Manic Depression”,295072,2014
Simulation,Rocksmith® 2014 – Jimi Hendrix - “Manic Depression”,295072,2014
Casual,Rocksmith® 2014 – Jimi Hendrix - “Bold As Love”,295075,2014
Simulation,Rocksmith® 2014 – Jimi Hendrix - “Bold As Love”,295075,2014
Casual,Rocksmith® 2014 – Jimi Hendrix - “Foxey Lady”,295074,2014
Simulation,Rocksmith® 2014 – Jimi Hendrix - “Foxey Lady”,295074,2014
Action,SanctuaryRPG: Black Edition Demo,338490,2014
Adventure,SanctuaryRPG: Black Edition Demo,338490,2014
Casual,SanctuaryRPG: Black Edition Demo,338490,2014
Free to Play,SanctuaryRPG: Black Edition Demo,338490,2014
Indie,SanctuaryRPG: Black Edition Demo,338490,2014
RPG,SanctuaryRPG: Black Edition Demo,338490,2014
Strategy,SanctuaryRPG: Black Edition Demo,338490,2014
Casual,Rocksmith® 2014 – Jimi Hendrix - “Castles Made Of Sand”,295076,2014
Simulation,Rocksmith® 2014 – Jimi Hendrix - “Castles Made Of Sand”,295076,2014
Strategy,Graviteam Tactics: Hi-Res Textures,336851,2014
Strategy,Graviteam Tactics: Krasnaya Polyana 1943,336850,2014
Action,USFIV: Shoryuken Wild Pack,331350,2014
Action,USFIV: Brawler Wild Pack,331351,2014
Action,USFIV: Classic Wild Pack,331353,2014
Action,USFIV: Shadaloo Wild Pack,331352,2014
Action,USFIV: Femme Fatale Wild Pack,331354,2014
Action,USFIV: Challengers Wild Pack 2,331356,2014
Action,USFIV: Challengers Wild Pack 1,331355,2014
Action,Dead Effect,286040,2014
Indie,Dead Effect,286040,2014
Simulation,World Of Leaders,335050,2014
Action,Mission Control: NanoMech,338030,2014
Adventure,Mission Control: NanoMech,338030,2014
RPG,Mission Control: NanoMech,338030,2014
Early Access,Mission Control: NanoMech,338030,2014
Simulation,World Of Leaders - Premium Pack,338240,2014
Simulation,World Of Leaders - Starter Pack,338230,2014
Action,Fork Parker's Holiday Profit Hike,339120,2014
Adventure,Fork Parker's Holiday Profit Hike,339120,2014
Free to Play,Fork Parker's Holiday Profit Hike,339120,2014
Indie,Fork Parker's Holiday Profit Hike,339120,2014
Action,METAL GEAR SOLID V: GROUND ZEROES,311340,2014
Adventure,METAL GEAR SOLID V: GROUND ZEROES,311340,2014
Action,SpeedRunners,207140,2016
Casual,SpeedRunners,207140,2016
Indie,SpeedRunners,207140,2016
Racing,SpeedRunners,207140,2016
Sports,SpeedRunners,207140,2016
Simulation,Train Simulator: Miami - West Palm Beach Route Add-On,277752,2014
Adventure,Verde Station,324120,2014
Casual,Verde Station,324120,2014
Indie,Verde Station,324120,2014
Indie,Gates of Horizon,334290,2014
Massively Multiplayer,Gates of Horizon,334290,2014
Simulation,Gates of Horizon,334290,2014
Strategy,Gates of Horizon,334290,2014
Action,BLOCKADE 3D,302830,2014
Free to Play,BLOCKADE 3D,302830,2014
Early Access,BLOCKADE 3D,302830,2014
Action,Do Not Fall,333130,2014
Adventure,Do Not Fall,333130,2014
Indie,Do Not Fall,333130,2014
,Assetto Corsa,244210,0
Action,I Will Escape,324240,2014
Adventure,I Will Escape,324240,2014
Indie,I Will Escape,324240,2014
Indie,Choice of Robots,339350,2014
RPG,Choice of Robots,339350,2014
Action,Antisquad: Tasks in Mexico - The Beginning. Tactics FREE DLC,335981,2014
Adventure,Antisquad: Tasks in Mexico - The Beginning. Tactics FREE DLC,335981,2014
Strategy,Antisquad: Tasks in Mexico - The Beginning. Tactics FREE DLC,335981,2014
Action,Antisquad: Tasks in Mexico - Final. Tactics DLC,335982,2014
Adventure,Antisquad: Tasks in Mexico - Final. Tactics DLC,335982,2014
Strategy,Antisquad: Tasks in Mexico - Final. Tactics DLC,335982,2014
Indie,Psy High,339510,2014
RPG,Psy High,339510,2014
Indie,Psy High Demo,339520,2014
RPG,Psy High Demo,339520,2014
Action,Geometry Dash,322170,2014
Indie,Geometry Dash,322170,2014
Adventure,Pilot Brothers 2,336770,2014
Casual,Pilot Brothers 2,336770,2014
Adventure,Catmouth Island,336380,2014
Casual,Catmouth Island,336380,2014
Indie,Catmouth Island,336380,2014
Utilities,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",337070,2015
Indie,Shadows of War,340220,2014
Strategy,Shadows of War,340220,2014
Casual,Fake Colours,334300,2015
Indie,Fake Colours,334300,2015
Strategy,Fake Colours,334300,2015
Casual,WolfWars,340570,2015
Indie,WolfWars,340570,2015
Simulation,WolfWars,340570,2015
Strategy,WolfWars,340570,2015
Early Access,WolfWars,340570,2015
Action,Dr.Green,340290,2015
Indie,Dr.Green,340290,2015
Action,Vintage Year,333760,2015
Indie,Vintage Year,333760,2015
Indie,The Race for the White House,338590,2015
